1.0,0.54,0.48,0.56,0.5,0.57,0.52,0.51,0.55,0.54,0.42,0.43,0.44,0.44,0.41,0.43,0.42,0.42,0.42,0.43,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38
0.54,1.0,0.51,0.53,0.53,0.56,0.5,0.5,0.53,0.53,0.45,0.43,0.43,0.48,0.44,0.45,0.45,0.43,0.43,0.44,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38
0.48,0.51,1.0,0.57,0.54,0.51,0.56,0.48,0.59,0.63,0.44,0.45,0.42,0.41,0.44,0.43,0.43,0.45,0.43,0.43,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38
0.56,0.53,0.57,1.0,0.55,0.56,0.54,0.61,0.55,0.56,0.45,0.44,0.43,0.44,0.43,0.43,0.41,0.44,0.43,0.42,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39
0.5,0.53,0.54,0.55,1.0,0.51,0.51,0.56,0.49,0.53,0.42,0.42,0.43,0.44,0.41,0.43,0.41,0.43,0.43,0.44,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38
0.57,0.56,0.51,0.56,0.51,1.0,0.49,0.51,0.58,0.53,0.42,0.41,0.41,0.43,0.44,0.43,0.44,0.42,0.42,0.42,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38
0.52,0.5,0.56,0.54,0.51,0.49,1.0,0.53,0.52,0.54,0.42,0.42,0.42,0.44,0.41,0.44,0.42,0.43,0.43,0.43,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
0.51,0.5,0.48,0.61,0.56,0.51,0.53,1.0,0.49,0.48,0.44,0.44,0.42,0.43,0.42,0.44,0.41,0.45,0.44,0.42,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38
0.55,0.53,0.59,0.55,0.49,0.58,0.52,0.49,1.0,0.6,0.45,0.44,0.42,0.44,0.42,0.44,0.43,0.43,0.42,0.42,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38
0.54,0.53,0.63,0.56,0.53,0.53,0.54,0.48,0.6,1.0,0.44,0.41,0.42,0.42,0.44,0.46,0.43,0.42,0.44,0.43,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39
0.42,0.45,0.44,0.45,0.42,0.42,0.42,0.44,0.45,0.44,1.0,0.47,0.45,0.47,0.45,0.5,0.46,0.45,0.44,0.5,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43
0.43,0.43,0.45,0.44,0.42,0.41,0.42,0.44,0.44,0.41,0.47,1.0,0.46,0.44,0.45,0.46,0.46,0.47,0.47,0.47,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42
0.44,0.43,0.42,0.43,0.43,0.41,0.42,0.42,0.42,0.42,0.45,0.46,1.0,0.47,0.44,0.41,0.48,0.46,0.48,0.43,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42
